course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
"Students learn the definition, cause, diagnosis, and symptoms of specific diseases. Therapy with medications (pharmacology) and the effects of drugs on the human body, in terms of absorption, distribution, metabolism, and excretion, are explored. (Formerly BUSN 197C and later HIT 197C)",200,HIT,Disease Path and Pharmacology,HIT,141574,Prerequisites: HLTH 110 with a grade of C or betterANDBOT 130 with a grade of C or betterANDBOT 130L with a grade of C or betterORPHYL 141 with a grade of C or betterANDPHYL 141L with a grade of C or betterANDPHYL 142 with a grade of C or betterANDPHYL 142L with a grade of C or betterORequivalentORinstructor approval.; Recommended Course Preparation: BUS101- Business Info SystemsENG22- Introduction to Composition; Contact Hours: 3 lecture,3
One semester survey of the principles of microeconomics and macroeconomics to enable students in all disciplines to understand current economic events.,120,ECON,Introduction to Economics,ECON,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"The scientific study of personality, including theories, assessment, development, and relationships to cultural-social determinants.",260,PSY,Psychology of Personality,Psychology,141574,Prerequisites: PSY 100 with a grade of C or betterORinstructor approval.; Contact Hours: 3 lecture,3
"This course includes pronunciation, spelling, and definition of medical terms pertaining to all systems of the body and supplementary terms applicable to specialty areas of medicine, selected paramedical fields, medical assisting, and coding.  Emphasis is on increasing professional vocabulary and proficiency in spelling and medical terms.",110,HLTH,Medical Terminology,HLTH,141574,Prerequisites: Placement in ENG 100ORequivalentORInstructor approval.; Contact Hours: 2 lecture,2
This course is a sophomore-level individual or team project under engineering faculty direction and guidance. The project provides design experience and develops practical skills. (Formerly EE 296),296,ECE,Sophomore Project,ECE,141574,Prerequisites: ECE 211 with a grade of C or betterANDinstructor approval.; Contact Hours: 3 other,1 - 3
"This course is an interdisciplinary exploration of such current American domestic issues topics as politics, economics, civil rights, family life, the justice system, and the environment.",211,AMST,Contemporary American Domestic Issues,AMST,141574,"Prerequisites: None.; Recommended Course Preparation: ENG22- Introduction to CompositionENG24- Reading, Reasoning, & Writing; Contact Hours: 3 lecture",3
"This is an introductory course in physics with topics chosen from, but not limited to, mechanics, thermodynamics, electricity and magnetism, wave theory, optics, and atomic and/or nuclear physics. Emphasis will be placed on understanding basic principles and concepts with application to real-life connections.",100,PHYS,Survey of Physics,Physics,141574,Prerequisites: MATH 82X with a grade of CR or betterORPlacement in MATH 103 or higher STEM math.; Contact Hours: 3 lecture,3
"Theoretical and applied aspects of sexual and asexual reproduction of plants. Propagation of selected plants by seed, cuttings, grafting, layering, and micropropagation/tissue culture (lecture/lab). (Formerly PBT 264)",264,AG,Plant Propagation,AG,141574,"Prerequisites: AG 200 with a grade of C or betterANDAG 200L with a grade of C or betterORinstructor approval.; Recommended Course Preparation: CHEM151- Elementary Survey of ChemistryCHEM151L- Elementary Survey of Chemistry Lab; Contact Hours: 2 lecture, 2 lab",3
"Performance of music for large Jazz Ensemble.

Jazz Ensemble 1 offers students an opportunity to study and play both standard and experimental selections from the genre. Emphasis is placed on originality with regard to compositions and arrangements. Students are expected to be proficient performers on their instrument. Students should have some reading skills. Acceptance into the ensemble is by audition. May be repeated for additional credit. (45 lecture/lab hours)",104,MUS,Jazz Ensemble 1,MUS,141574,"Prerequisites: AuditionORinstructor approval.; Contact Hours: 2 lecture, 1 lab",2
"This course focuses on basic vocal and instrumental collaboration, offering students an opportunity to study a wide range of Hawaiian repertoire. The group focus will be on creating vocal and instrumental arrangements from contemporary and traditional Hawaiian folk literature, with an emphasis on originality with regard to arranging. This course is repeatable for additional credits.",112,MUS,Hawaiian Ensemble 1,MUS,141574,"Prerequisites: None.; Recommended Course Preparation: MUS108- Music FundamentalsMUS121D- Guitar 1MUS121Z- 'Ukulele 1; Contact Hours: 2 lecture, 1 lab",2
This course builds and maintains the critical skills and understanding necessary to be a dynamic and successful member of today's rapidly growing service economy. Individuals who work with customers will gain insight into customer behavior and attitudes and will develop strategies to create positive customer relationships encountered in various situations on the job.,121,MGT,Service Excellence,MGT,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This course is a critical study of contemporary Philippine social, cultural, economic and political issues and how they relate to current global affairs. Selected topics are approached through the integrated use of the humanities (history and art forms), ethnic studies, social and behavioral sciences, and technology. (Formerly ASAN 205)",255,FIL,Contemporary Philippine Issues,FIL,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
The College Success Seminar supports first-time college students in making important transitions to college and building connections on campus that contribute towards a successful college experience.,10,IS,College Success Seminar,IS,141574,Prerequisites: None.; Contact Hours: 1 lecture,0
"This course develops knowledge of prefixes, suffixes, and word roots used in medical terminology to help students analyze, understand, and correctly use medical terms. It covers pronunciation, spelling, and definitions of selected medical words dealing with all human body systems. Commonly used medical abbreviations and pharmacological terms as well as singular and plural forms are also covered.",125,HLTH,Survey of Medical Terminology,HLTH,141574,Prerequisites: Placement in ENG 100ORequivalentORInstructor approval.; Contact Hours: 1 lecture,1
"Teachings and practices of major religious traditions of India, to include Hindu traditions, Buddhism, Jainism, and Sikhism. Some attention will be given to the influences of Islam and Christianity on these traditions.",202,REL,Understanding Indian Religions,REL,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Recommended Course Preparation: REL150- Introduction to the World's Major Religions; Contact Hours: 3 lecture,3
