course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
"This class is taught as a companion class to Hawaiian Mythology I (ENG 479). The class further introduces students to the range of traditional Hawaiian oral literature. These include stories and prayers involving major and local gods, family ‘aumakua (focusing on sharks), the Pele and Hi‘iaka story, Kamapua‘a (the 1860s Fornander Collection version), the Maui stories, accounts of voyaging to Kahiki, and the late period dynastic accounts of the rulers of the Kingdom of O‘ahu. The cultural setting of these stories is discussed in the context of where they took place, and of Hawaiian culture and its changes. How these stories were recorded in the 1800s and changes in them, since then, are analyzed. The background of key collectors of oral stories is also reviewed.",478,ENG,Hawaiian Mythology II,ENG,141981,Cross-list: HPST 478,3
"This class is taught as a companion class to Hawaiian Mythology II (ENG 479). The class introduces students to the range of traditional Hawaiian oral literature. These include tales and prayers involving the gods, the creation of the islands and man, stories of menehune, Pele (her arrival, and the local stories of Hawai‘i Island), Kamapua‘a (the 1891 version), Ku‘ula and ‘Ai‘ai, and the late period dynastic oral accounts of rulers of the Kingdom of Hawai‘i. The cultural setting of these stories is discussed in the context of where they took place, and of Hawaiian culture and its changes. How these stories were recorded in the 1800s and changes in them, since then, are analyzed. The background of key collectors of oral stories is also reviewed.",479,ENG,Hawaiian Mythology I,ENG,141981,Cross-list: HPST 479,3
"This course surveys the new emerging English literature by writers from Oceania from the 20th century to present. Emphasis on contemporary themes and issues in the novels, poetry, short stories, essays and/or drama, especially by indigenous writers from, for example, Hawai‘i, Aotearoa/New Zealand, Fiji, Samoa, Australia and other cultural groups.",480,ENG,Contemporary Literature of the Pacific,ENG,141981,"Cross-list: HPST 480; Pre: ENG 100, or ENG 100T, or completion of or concurrent enrollment in ENG 200",3
"Literary and cinematic treatments of the American plantation experience in Hawai‘i and the continental United States. Including works by writers such as Mark Twain, Charles Chesnutt, Toni Morrison, and Milton Murayama.",481,ENG,Plantation Fictions,ENG,141981,Pre: ENG 100,3
"Intensive study of selected problems and issues in the construction and representation of sexuality and gender in specific genres, social and cultural contexts, or thematic/figurative clusters.  A: The Body; B: 20th Century Women Writers. Repeatable with a different alpha.",482,ENG,Topics in Literature & Sexuality & Gender,ENG,141981,Pre: ENG 240,3
"Students are provided an internship with an appropriate community agency. As an intern, the student is delegated the responsibility of developing the solution to a well-defined problem or is asked to complete a relevant task. Students report on the experience using their understanding of the field in which they are working.",490,ENG,Senior Practicum,ENG,141981,"Pre: Consent of instructor, and one class of upper division writing-intensive (WI) course work",3
"Working with an English Faculty Advisor, students will complete an original work of scholarship in the field of literary",491,ENG,Senior Project,ENG,141981,"Pre: Consent of instructor, and one class of upper division writing-intensive (WI) course work",3
Topics selected will be based on program relevancy and student interest. Course content will vary. May be repeated for credit.,98,ENG,Selected Topics in English,English,141981,v 1-6,3
Individual projects in various subjects. To be arranged with the instructor. Reserved for advanced students who have completed at least three literature courses.,99,ENG,Directed Reading and Research,English,141981,Pre: Instructor approval; v,3
"This course introduces students to the relevant principles and practices for the delivery of efficient and effective facility management services including organizational, managerial, ethical, and legal principles. Students will understand the history of FM; interrelationships between the facility unit and the overall corporate structure; regulatory and legal issues; corporate culture; contracts; purchasing & procurement; ethical principles; and project and personnel management.",300,FMGT,Principles and Practices for Facilities Management,Facilities Management,141981,"Pre: MATH 103 or higher MATH, and ENG 200 or higher, both with a grade of C or better",3
